diameter,weight,red,green,blue,is_orange
0.85841364,0.89453505,0.363636364,0.364705882,0.240740741,0
0.42772424,0.398798283,0.649350649,0.482352941,0.0,1
0.608598962,0.607668097,0.506493506,0.364705882,0.296296296,0
0.626389918,0.629985694,0.558441558,0.658823529,0.240740741,0
0.80726464,0.846752504,0.311688312,0.447058824,0.574074074,0
0.568569311,0.556509299,0.649350649,0.505882353,0.0,1
0.710155671,0.725779685,0.337662338,0.317647059,0.0,0
0.493699036,0.478454936,0.428571429,0.435294118,0.0,1
0.42772424,0.397997139,0.662337662,0.870588235,0.055555556,1
0.487027428,0.470729614,0.467532468,0.811764706,0.0,1
0.837657524,0.881201717,0.532467532,0.282352941,0.0,0
0.435878428,0.408812589,0.688311688,0.823529412,0.0,1
0.245366938,0.193075823,0.480519481,0.588235294,0.0,1
0.322461082,0.279084406,0.480519481,0.764705882,0.166666667,1
0.664195701,0.675078684,0.493506494,0.258823529,0.259259259,0
0.451445515,0.427410587,0.38961039,0.552941176,0.0,1
0.601186064,0.597539342,0.428571429,0.576470588,0.481481481,0
0.627872498,0.631530758,0.168831169,0.458823529,0.296296296,0
0.229799852,0.173104435,0.714285714,0.611764706,0.203703704,1
0.485544848,0.468555079,0.428571429,0.588235294,0.0,1
0.247590808,0.195536481,0.246753247,0.529411765,0.277777778,1
0.487768718,0.456595136,0.480519481,0.352941176,0.388888889,0
0.389918458,0.355135908,0.415584416,0.329411765,0.444444444,1
0.641215715,0.646981402,0.623376623,0.517647059,0.240740741,0
0.613046701,0.60211731,0.792207792,0.552941176,0.333333333,1
0.442550037,0.417739628,0.636363636,0.564705882,0.074074074,1
0.736842105,0.757711016,0.376623377,0.270588235,0.148148148,0
0.681245367,0.692246066,0.233766234,0.341176471,0.759259259,0
0.514455152,0.492932761,0.454545455,0.494117647,0.333333333,0
0.38176427,0.346666667,0.558441558,0.611764706,0.0,1
0.624166049,0.628211731,0.480519481,0.270588235,0.314814815,0
0.488510007,0.472160229,0.571428571,0.388235294,0.12962963,1
0.388435878,0.353590844,0.532467532,0.564705882,0.037037037,1
0.462564863,0.424091559,0.545454545,0.376470588,0.351851852,0
0.508524833,0.496938484,0.584415584,0.611764706,0.0,1
0.356560415,0.279599428,0.454545455,0.517647059,0.240740741,0
0.661971831,0.671130186,0.766233766,0.352941176,0.314814815,0
0.159377317,0.103347639,0.402597403,0.623529412,0.0,1
0.645663454,0.651902718,0.324675325,0.517647059,0.12962963,0
0.754633062,0.779170243,0.675324675,0.529411765,0.481481481,0
0.563380282,0.548440629,0.532467532,0.388235294,0.185185185,0
0.389177168,0.354735336,0.454545455,0.352941176,0.0,1
0.5255745,0.50546495,0.454545455,0.329411765,0.388888889,0
0.410674574,0.378483548,0.714285714,0.788235294,0.111111111,1
0.455151964,0.432846924,0.441558442,0.341176471,0.092592593,1
0.300222387,0.256309013,0.493506494,0.576470588,0.074074074,1
0.246108228,0.193819742,0.493506494,0.658823529,0.296296296,1
0.687916976,0.700314735,0.480519481,0.388235294,0.0,0
0.322461082,0.278798283,0.519480519,0.376470588,0.018518519,1
0.496664196,0.482575107,0.636363636,0.682352941,0.0,1
0.516679021,0.495050072,0.363636364,0.423529412,0.333333333,0
0.405485545,0.373276109,0.363636364,0.494117647,0.222222222,1
0.507042254,0.484463519,0.701298701,0.305882353,0.111111111,0
0.352112676,0.309585122,0.662337662,0.705882353,0.0,1
0.767976279,0.797367668,0.532467532,0.270588235,0.0,0
0.397331357,0.361716738,0.376623377,0.682352941,0.111111111,1
0.757598221,0.783118741,0.285714286,0.282352941,0.277777778,0
0.275018532,0.224206009,0.441558442,0.541176471,0.037037037,1
0.770941438,0.801716738,0.324675325,0.588235294,0.111111111,0
0.451445515,0.42769671,0.701298701,0.694117647,0.240740741,1
0.400296516,0.366008584,0.480519481,0.635294118,0.333333333,1
0.671608599,0.681831187,0.454545455,0.482352941,0.296296296,0
0.432171979,0.403719599,0.636363636,0.635294118,0.092592593,1
0.518902891,0.498941345,0.363636364,0.470588235,0.092592593,0
0.418087472,0.386266094,0.649350649,0.670588235,0.074074074,1
0.646404744,0.653505007,0.532467532,0.270588235,0.296296296,0
0.507042254,0.484177396,0.597402597,0.423529412,0.203703704,0
0.688658265,0.701344778,0.337662338,0.329411765,0.333333333,0
0.410674574,0.378655222,0.675324675,0.423529412,0.055555556,1
0.424759081,0.393819742,0.571428571,0.682352941,0.314814815,1
0.514455152,0.492131617,0.233766234,0.388235294,0.296296296,0
0.401037806,0.366924177,0.779220779,0.588235294,0.0,1
0.555226093,0.540200286,0.415584416,0.588235294,0.259259259,0
0.736100815,0.757195994,0.350649351,0.317647059,0.462962963,0
0.311341735,0.267868383,0.701298701,0.517647059,0.12962963,1
0.645663454,0.652532189,0.38961039,0.470588235,0.0,0
0.295774648,0.252017167,0.441558442,0.529411765,0.0,1
0.633061527,0.637711016,0.428571429,0.294117647,0.055555556,0
0.363232024,0.323547926,0.415584416,0.858823529,0.0,1
0.501853225,0.489384835,0.428571429,0.6,0.0,1
0.693847294,0.706151645,0.493506494,0.517647059,0.092592593,0
0.584136397,0.577110157,0.662337662,0.329411765,0.62962963,0
0.566345441,0.551702432,0.441558442,0.517647059,0.055555556,0
0.57153447,0.55925608,0.480519481,0.341176471,0.037037037,0
0.419570052,0.387925608,0.519480519,0.764705882,0.314814815,1
0.702001483,0.715593705,0.649350649,0.505882353,0.722222222,0
0.602668643,0.594620887,0.792207792,0.694117647,0.0,1
0.676056338,0.686752504,0.532467532,0.329411765,0.648148148,0
0.567086731,0.554678112,0.532467532,0.435294118,0.333333333,1
0.423276501,0.39267525,0.883116883,0.752941176,0.0,1
0.512972572,0.490643777,0.467532468,0.447058824,0.425925926,0
0.550778354,0.533962804,0.441558442,0.388235294,0.296296296,0
0.696071164,0.708669528,0.428571429,0.623529412,0.277777778,0
0.796886583,0.831816881,0.441558442,0.564705882,0.518518519,0
0.346182357,0.304091559,0.441558442,0.447058824,0.0,1
0.47664937,0.457911302,0.636363636,0.505882353,0.240740741,1
0.326167532,0.281888412,0.493506494,0.317647059,0.0,1
0.670126019,0.679828326,0.415584416,0.541176471,0.314814815,0
0.443291327,0.419284692,0.402597403,0.694117647,0.37037037,1
0.376575241,0.339685265,0.649350649,0.552941176,0.074074074,1
0.592290586,0.587868383,0.467532468,0.376470588,0.018518519,0
0.242401779,0.190386266,0.61038961,0.517647059,0.0,1
0.460340993,0.420200286,0.753246753,0.623529412,0.111111111,0
0.316530764,0.272274678,0.636363636,0.623529412,0.296296296,1
0.377316531,0.340944206,0.623376623,0.588235294,0.0,1
0.510748703,0.488469242,0.337662338,0.458823529,0.111111111,0
0.466271312,0.445207439,0.506493506,0.694117647,0.074074074,1
0.210526316,0.158397711,0.311688312,0.870588235,0.0,1
0.586360267,0.579742489,0.480519481,0.505882353,0.296296296,0
0.500370645,0.487095851,0.61038961,0.6,0.296296296,1
0.518902891,0.508211731,0.675324675,0.623529412,0.0,1
0.501853225,0.478741059,0.428571429,0.552941176,0.222222222,0
0.690140845,0.702374821,0.376623377,0.541176471,0.185185185,0
0.567828021,0.55416309,0.285714286,0.529411765,0.222222222,0
0.496664196,0.48297568,0.480519481,0.647058824,0.0,1
0.52335063,0.502203147,0.454545455,0.388235294,0.203703704,0
0.497405486,0.483204578,0.74025974,0.752941176,0.0,1
0.576723499,0.563204578,0.675324675,0.764705882,0.240740741,1
0.4306894,0.40223176,0.441558442,0.623529412,0.12962963,1
0.616011861,0.61739628,0.441558442,0.541176471,0.055555556,0
0.271312083,0.219284692,0.467532468,0.458823529,0.166666667,1
0.701260193,0.714105866,0.480519481,0.494117647,0.074074074,0
0.389918458,0.355135908,0.571428571,0.552941176,0.0,1
0.752409192,0.776652361,0.285714286,0.458823529,0.240740741,0
0.593031875,0.588097282,0.363636364,0.364705882,0.240740741,0
0.536693847,0.519542203,0.350649351,0.458823529,0.0,0
0.398813936,0.363948498,0.506493506,0.670588235,0.092592593,1
0.307635285,0.264892704,0.337662338,0.705882353,0.259259259,1
0.683469236,0.694477825,0.246753247,0.494117647,0.314814815,0
0.557449963,0.546666667,0.623376623,0.564705882,0.0,1
0.647887324,0.655107296,0.25974026,0.376470588,0.018518519,0
0.253521127,0.199084406,0.532467532,0.576470588,0.277777778,1
0.692364715,0.704949928,0.441558442,0.647058824,0.111111111,0
0.323943662,0.280343348,0.675324675,0.694117647,0.0,1
0.260192735,0.206123033,0.376623377,0.611764706,0.055555556,1
0.61823573,0.62037196,0.571428571,0.6,0.611111111,0
0.624907339,0.628955651,0.298701299,0.552941176,0.0,0
0.742031134,0.764692418,0.558441558,0.223529412,0.37037037,0
0.481097109,0.463061516,0.506493506,0.705882353,0.0,1
0.643439585,0.649556509,0.532467532,0.364705882,0.314814815,0
0.511489993,0.489670959,0.480519481,0.552941176,0.277777778,0
0.649369904,0.657167382,0.363636364,0.541176471,0.148148148,0
0.177909563,0.117539342,0.636363636,0.647058824,0.037037037,1
0.355077835,0.312904149,0.532467532,0.670588235,0.0,1
0.414381023,0.381344778,0.675324675,0.611764706,0.240740741,1
0.57153447,0.560400572,0.428571429,0.847058824,0.0,1
0.230541142,0.174077253,0.363636364,0.552941176,0.092592593,1
0.495922906,0.48148784,0.727272727,0.552941176,0.166666667,1
0.431430689,0.402746781,0.376623377,0.505882353,0.148148148,1
0.309117865,0.265808298,0.532467532,0.729411765,0.0,1
0.501853225,0.489327611,0.571428571,0.694117647,0.185185185,1
0.415863603,0.383347639,0.61038961,0.388235294,0.351851852,1
0.682727947,0.693619456,0.467532468,0.388235294,0.314814815,0
0.66567828,0.675937053,0.519480519,0.494117647,0.314814815,0
0.567828021,0.556051502,0.467532468,0.776470588,0.0,1
0.607857672,0.605894134,0.298701299,0.576470588,0.166666667,0
0.767976279,0.795708155,0.493506494,0.670588235,0.037037037,0
0.271312083,0.219513591,0.350649351,0.4,0.0,1
0.368421053,0.330414878,0.675324675,0.611764706,0.092592593,1
0.371386212,0.334420601,0.467532468,0.717647059,0.12962963,1
0.498888065,0.484749642,0.545454545,0.388235294,0.0,1
0.450704225,0.426666667,0.753246753,0.517647059,0.203703704,1
0.516679021,0.495736767,0.532467532,0.447058824,0.240740741,0
0.322461082,0.278111588,0.363636364,0.635294118,0.277777778,1
0.38102298,0.344949928,0.454545455,0.517647059,0.0,1
0.433654559,0.405379113,0.61038961,0.670588235,0.037037037,1
0.445515196,0.420944206,0.532467532,0.458823529,0.018518519,1
0.487027428,0.470844063,0.506493506,0.823529412,0.0,1
0.560415122,0.545407725,0.493506494,0.317647059,0.518518519,0
0.413639733,0.381230329,0.441558442,0.447058824,0.092592593,1
0.226834692,0.169613734,0.584415584,0.458823529,0.111111111,1
0.38028169,0.344549356,0.467532468,0.682352941,0.0,1
0.487027428,0.471015737,0.402597403,0.576470588,0.055555556,1
0.28762046,0.23776824,0.688311688,0.717647059,0.111111111,1
0.538917717,0.527095851,0.571428571,0.482352941,0.074074074,1
0.722757598,0.742031474,0.506493506,0.235294118,0.296296296,0
0.647887324,0.655336195,0.402597403,0.541176471,0.407407407,0
0.626389918,0.630042918,0.519480519,0.541176471,0.444444444,0
0.588584136,0.58323319,0.441558442,0.117647059,0.148148148,0
0.555226093,0.539971388,0.532467532,0.423529412,0.37037037,0
0.361749444,0.322060086,0.597402597,0.529411765,0.166666667,1
0.37879911,0.342203147,0.506493506,0.494117647,0.0,1
0.607116383,0.605779685,0.402597403,0.611764706,0.203703704,0
0.561897702,0.547124464,0.415584416,0.388235294,0.333333333,0
0.33209785,0.288812589,0.428571429,0.635294118,0.0,1
0.594514455,0.585007153,0.649350649,0.882352941,0.148148148,1
0.38102298,0.344892704,0.714285714,0.505882353,0.0,1
0.561156412,0.546666667,0.220779221,0.611764706,0.0,0
0.630837658,0.635479256,0.649350649,0.588235294,0.185185185,0
0.864343958,0.903175966,0.493506494,0.635294118,0.203703704,0
0.255744996,0.201316166,0.844155844,0.317647059,0.407407407,1
0.449221646,0.424492132,0.415584416,0.482352941,0.0,1
0.398813936,0.364234621,0.61038961,0.541176471,0.0,1
0.555226093,0.545407725,0.506493506,0.470588235,0.166666667,1
0.776130467,0.806237482,0.441558442,0.764705882,0.462962963,0
0.672349889,0.68297568,0.623376623,0.635294118,0.185185185,0
0.517420311,0.507067239,0.337662338,0.541176471,0.314814815,1
0.517420311,0.507124464,0.454545455,0.564705882,0.018518519,1
0.637509266,0.643090129,0.597402597,0.494117647,0.018518519,0
0.66567828,0.676223176,0.545454545,0.270588235,0.425925926,0
0.653076353,0.66260372,0.454545455,0.470588235,0.518518519,0
0.651593773,0.661001431,0.480519481,0.541176471,0.0,0
0.614529281,0.603547926,0.571428571,0.517647059,0.203703704,1
0.467753892,0.446752504,0.532467532,0.623529412,0.0,1
0.453669385,0.430443491,0.506493506,0.623529412,0.0,1
0.641957005,0.647095851,0.597402597,0.305882353,0.0,0
0.359525574,0.319198856,0.285714286,0.717647059,0.314814815,1
0.600444774,0.597539342,0.831168831,0.235294118,0.166666667,0
0.607116383,0.597825465,0.376623377,0.494117647,0.111111111,1
0.541141586,0.523204578,0.363636364,0.494117647,0.314814815,0
0.611564122,0.611788269,0.493506494,0.317647059,0.111111111,0
0.688658265,0.701173104,0.402597403,0.6,0.425925926,0
0.491475167,0.476051502,0.766233766,0.458823529,0.0,1
0.645663454,0.651502146,0.506493506,0.376470588,0.037037037,0
0.645663454,0.651559371,0.337662338,0.329411765,0.0,0
0.441808747,0.416709585,0.623376623,0.717647059,0.296296296,1
0.555967383,0.540429185,0.298701299,0.694117647,0.240740741,0
0.605633803,0.59702432,0.506493506,0.647058824,0.0,1
0.386212009,0.351874106,0.493506494,0.6,0.0,1
0.704966642,0.71925608,0.480519481,0.352941176,0.0,0
0.4744255,0.454306152,0.493506494,0.611764706,0.0,1
0.581912528,0.57379113,0.246753247,0.517647059,0.425925926,0
0.410674574,0.378655222,0.688311688,0.447058824,0.074074074,1
0.47664937,0.458254649,0.519480519,0.470588235,0.0,1
0.623424759,0.627067239,0.454545455,0.517647059,0.314814815,0
0.639733136,0.644635193,0.571428571,0.505882353,0.555555556,0
0.711638251,0.728125894,0.38961039,0.435294118,0.203703704,0
0.52409192,0.513075823,0.818181818,0.694117647,0.203703704,1
0.876204596,0.920858369,0.298701299,0.388235294,0.0,0
0.269088213,0.217453505,0.467532468,0.611764706,0.074074074,1
0.440326168,0.41379113,0.688311688,0.505882353,0.074074074,1
0.510007413,0.497854077,0.61038961,0.517647059,0.055555556,1
0.733135656,0.754620887,0.285714286,0.305882353,0.203703704,0
0.47516679,0.455450644,0.714285714,0.658823529,0.0,1
0.681245367,0.692188841,0.480519481,0.458823529,0.0,0
0.489992587,0.474334764,0.467532468,0.458823529,0.0,1
0.23647146,0.180658083,0.506493506,0.694117647,0.185185185,1
0.459599703,0.437367668,0.519480519,0.647058824,0.240740741,1
0.633802817,0.638397711,0.38961039,0.494117647,0.166666667,0
0.611564122,0.611559371,0.415584416,0.517647059,0.277777778,0
0.601927354,0.599771102,0.415584416,0.764705882,0.037037037,0
0.501111935,0.488354793,0.545454545,0.435294118,0.074074074,1
0.574499629,0.562174535,0.675324675,0.647058824,0.222222222,1
0.23721275,0.183175966,0.818181818,0.517647059,0.074074074,1
0.435878428,0.384148784,0.311688312,0.552941176,0.166666667,0
0.565604151,0.553018598,0.519480519,0.494117647,0.0,1
0.433654559,0.405035765,0.584415584,0.552941176,0.0,1
0.375833951,0.338769671,0.61038961,0.717647059,0.222222222,1
0.507783543,0.496194564,0.623376623,0.435294118,0.0,1
0.510748703,0.498597997,0.298701299,0.611764706,0.0,1
0.419570052,0.388268956,0.623376623,0.541176471,0.0,1
0.173461824,0.115250358,0.61038961,0.729411765,0.0,1
0.511489993,0.499170243,0.506493506,0.682352941,0.0,1
0.598962194,0.588783977,0.74025974,0.458823529,0.203703704,1
0.771682728,0.802632332,0.324675325,0.623529412,0.0,0
0.659747961,0.668841202,0.454545455,0.6,0.222222222,0
0.411415864,0.379570815,0.571428571,0.682352941,0.037037037,1
0.480355819,0.447668097,0.38961039,0.694117647,0.37037037,0
0.349888807,0.308211731,0.558441558,0.647058824,0.0,1
0.375092661,0.338082976,0.779220779,0.505882353,0.277777778,1
0.494440326,0.47925608,0.480519481,0.588235294,0.0,1
0.3795404,0.343290415,0.506493506,0.647058824,0.0,1
0.66493699,0.675250358,0.636363636,0.247058824,0.0,0
0.57375834,0.562002861,0.701298701,0.411764706,0.314814815,0
0.246108228,0.194277539,0.571428571,0.623529412,0.0,1
0.358784285,0.317997139,0.571428571,0.658823529,0.240740741,1
0.397331357,0.36211731,0.519480519,0.670588235,0.018518519,1
0.603409933,0.601430615,0.493506494,0.564705882,0.277777778,0
0.353595256,0.311130186,0.61038961,0.635294118,0.0,1
0.458858414,0.419856938,0.519480519,0.482352941,0.277777778,0
0.421052632,0.389298999,0.623376623,0.505882353,0.37037037,1
0.57079318,0.558397711,0.480519481,0.611764706,0.222222222,0
0.577464789,0.565951359,0.480519481,0.435294118,0.574074074,0
0.62120089,0.624206009,0.38961039,0.329411765,0.37037037,0
0.638991846,0.634735336,0.584415584,0.588235294,0.092592593,1
0.66493699,0.675822604,0.272727273,0.482352941,0.314814815,0
0.47813195,0.460200286,0.428571429,0.623529412,0.0,1
0.527057079,0.515479256,0.623376623,0.411764706,0.0,1
0.360266864,0.319656652,0.623376623,0.658823529,0.0,1
0.432913269,0.404692418,0.376623377,0.776470588,0.092592593,1
0.61897702,0.605894134,0.402597403,0.635294118,0.12962963,1
0.707931801,0.723891273,0.558441558,0.423529412,0.0,0
0.38324685,0.348383405,0.337662338,0.658823529,0.0,1
0.370644922,0.332589413,0.597402597,0.435294118,0.203703704,1
0.533728688,0.521545064,0.688311688,0.776470588,0.0,1
0.746478873,0.768984263,0.506493506,0.552941176,0.37037037,0
0.510007413,0.488183119,0.467532468,0.364705882,0.166666667,0
0.625648629,0.629184549,0.285714286,0.211764706,0.296296296,0
0.674573758,0.68509299,0.662337662,0.470588235,0.425925926,0
0.639733136,0.644864092,0.519480519,0.517647059,0.481481481,0
0.61897702,0.62111588,0.480519481,0.388235294,0.462962963,0
0.653076353,0.66248927,0.636363636,0.647058824,0.074074074,0
0.842105263,0.885779685,0.285714286,0.4,0.314814815,0
0.4744255,0.439599428,0.480519481,0.458823529,0.462962963,0
0.371386212,0.334134478,0.402597403,0.764705882,0.037037037,1
0.459599703,0.437711016,0.74025974,0.588235294,0.0,1
0.545589325,0.527610873,0.38961039,0.517647059,0.148148148,0
0.615270571,0.61739628,0.571428571,0.458823529,0.0,0
0.320978503,0.277253219,0.61038961,0.541176471,0.203703704,1
0.650852483,0.659456366,0.623376623,0.541176471,0.425925926,0
0.248332098,0.196165951,0.38961039,0.670588235,0.148148148,1
0.623424759,0.62758226,0.662337662,0.623529412,0.259259259,0
0.352112676,0.309928469,0.519480519,0.635294118,0.055555556,1
0.5693106,0.556452074,0.623376623,0.364705882,0.407407407,0
0.634544107,0.639656652,0.519480519,0.447058824,0.574074074,0
0.447739066,0.422660944,0.220779221,0.364705882,0.333333333,1
0.561156412,0.546494993,0.506493506,0.388235294,0.074074074,0
0.387694589,0.352560801,0.753246753,0.364705882,0.12962963,1
0.673091179,0.683433476,0.714285714,0.247058824,0.203703704,0
0.555226093,0.544835479,0.415584416,0.541176471,0.0,1
0.444773907,0.394449213,0.402597403,0.388235294,0.111111111,0
0.540400297,0.522689557,0.441558442,0.447058824,0.222222222,0
0.521126761,0.511015737,0.506493506,0.647058824,0.240740741,1
0.507783543,0.495793991,0.584415584,0.541176471,0.0,1
0.622683469,0.625808298,0.363636364,0.505882353,0.148148148,0
0.641957005,0.647381974,0.233766234,0.411764706,0.481481481,0
0.544848036,0.5272103,0.324675325,0.376470588,0.388888889,0
0.621942179,0.625636624,0.74025974,0.188235294,0.0,0
0.71312083,0.729899857,0.493506494,0.4,0.222222222,0
0.723498888,0.742832618,0.636363636,0.305882353,0.259259259,0
0.452186805,0.429012876,0.25974026,0.623529412,0.203703704,1
0.527057079,0.515479256,0.493506494,0.752941176,0.203703704,1
0.711638251,0.728412017,0.285714286,0.505882353,0.388888889,0
0.320978503,0.276852647,0.675324675,0.552941176,0.0,1
0.57375834,0.561773963,0.38961039,0.4,0.481481481,0
0.649369904,0.65739628,0.220779221,0.270588235,0.092592593,0
0.630837658,0.635364807,0.597402597,0.494117647,0.0,0
0.439584878,0.413619456,0.532467532,0.623529412,0.0,1
0.658265382,0.667238913,0.324675325,0.576470588,0.425925926,0
0.703484062,0.71713877,0.376623377,0.447058824,0.351851852,0
0.52260934,0.502088698,0.584415584,0.517647059,0.074074074,0
0.813936249,0.85527897,0.441558442,0.552941176,0.296296296,0
0.497405486,0.483261803,0.506493506,0.611764706,0.203703704,1
0.697553744,0.710271817,0.415584416,0.458823529,0.203703704,0
